2.014637	1.270460	1.000000
14.763734	0.948863	1.000000
27.513550	0.856731	1.000000
36.764302	1.250979	1.000000
46.013583	1.102462	1.000000
61.263665	0.885218	1.000000
75.263437	0.829197	1.000000
86.012855	0.866544	1.000000
100.262974	0.871296	1.000000
117.762513	1.045425	1.000000
130.262274	1.022534	1.000000
139.511997	1.799731	1.000000
150.511995	0.821576	1.000000
161.511329	1.393983	1.000000
172.511107	1.017076	1.000000
187.011693	0.804400	1.000000
200.761022	1.197943	1.000000
213.260176	0.849465	1.000000
225.511200	0.919368	1.000000
236.527776	0.952535	1.000000
252.526326	1.019753	1.000000
261.777249	0.943626	1.000000
275.526363	1.033461	1.000000
284.776369	0.918263	1.000000
294.027050	0.895587	1.000000
304.775788	0.844644	1.000000
315.775786	0.783405	1.000000
326.775486	1.154614	1.000000
336.025067	1.159987	1.000000
345.275017	1.104892	1.000000
358.024748	0.813964	1.000000
368.775307	0.834205	1.000000
379.524493	0.884791	1.000000
388.774648	0.830527	1.000000
399.774412	1.280557	1.000000
412.523912	0.862899	1.000000
426.523514	0.910101	1.000000
437.273633	1.100781	1.000000
451.523133	1.097243	1.000000
0.000000	0.000000	0.000000
483.022872	0.884960	1.000000
492.272535	0.948108	1.000000
503.022670	0.966829	1.000000
512.272187	0.795119	1.000000
0.000000	0.000000	0.000000
